"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Date vaccination data last updated"
"165327","IA","94.3","82.0","12/12/2021"
"165329","IA","100.0","75.6","12/12/2021"
"165330","IA","74.1","84.0","12/12/2021"
"165331","IA","96.6","78.5","12/12/2021"
"165332","IA","92.3","64.2","12/12/2021"
"165333","IA","97.2","96.2","12/12/2021"
"165334","IA","100.0","83.5","12/12/2021"
"165335","IA","93.2","76.7","12/12/2021"
"165336","IA","97.1","93.2","12/12/2021"
"165337","IA","90.9","91.5","12/12/2021"
"165338","IA","100.0","90.9","12/12/2021"
"165339","IA","100.0","87.0","12/12/2021"
"165340","IA","94.7","83.7","12/12/2021"
"165341","IA","95.5","87.9","12/12/2021"
"165342","IA","100.0","81.3","12/12/2021"
"165343","IA","89.7","88.5","12/12/2021"
"165344","IA","84.0","66.7","12/12/2021"
"165345","IA","98.8","59.5","12/12/2021"
"165346","IA","100.0","81.1","12/12/2021"
"165347","IA","100.0","84.6","12/12/2021"
"165349","IA","97.3","74.0","12/12/2021"
"165350","IA","87.5","52.4","12/12/2021"
"165351","IA","93.3","59.6","12/12/2021"
"165352","IA","100.0","98.2","12/12/2021"
"165353","IA","100.0","79.6","12/12/2021"
"165354","IA","98.2","86.9","12/12/2021"
"165355","IA","93.5","76.7","12/12/2021"
"165356","IA","95.5","83.9","12/12/2021"
"165357","IA","98.0","98.2","12/12/2021"
"165358","IA","82.1","45.4","12/12/2021"
"165359","IA","94.3","77.2","12/12/2021"
"165361","IA","100.0","93.5","12/12/2021"
"165362","IA","82.0","76.9","12/12/2021"
"165363","IA","95.8","87.3","12/12/2021"
"165364","IA","100.0","77.6","12/12/2021"
"165365","IA","98.3","83.8","12/12/2021"
"165366","IA","97.9","93.1","12/12/2021"
"165367","IA","100.0","75.0","12/12/2021"
"165369","IA","98.2","83.0","12/12/2021"
"165372","IA","97.9","82.3","12/12/2021"
"165373","IA","92.5","86.6","12/12/2021"
"165374","IA","87.1","80.4","12/12/2021"
"165375","IA","100.0","80.5","12/12/2021"
"165376","IA","80.0","39.3","12/12/2021"
"165377","IA","100.0","73.8","12/12/2021"
"165379","IA","100.0","62.5","12/12/2021"
"165380","IA","100.0","89.5","12/12/2021"
"165381","IA","Not Available","Not Available","12/12/2021"
"165382","IA","95.7","57.1","12/12/2021"
"165383","IA","95.9","73.6","12/12/2021"
"165384","IA","96.7","88.7","12/12/2021"
"165385","IA","93.8","88.9","12/12/2021"
"165386","IA","100.0","76.4","12/12/2021"
"165387","IA","82.1","88.9","12/12/2021"
"165388","IA","93.5","91.1","12/12/2021"
"165389","IA","72.0","94.3","12/12/2021"
"165390","IA","68.4","69.0","12/12/2021"
"165391","IA","94.4","67.7","12/12/2021"
"165394","IA","92.6","48.9","12/12/2021"
"165395","IA","87.0","89.2","12/12/2021"
"165396","IA","96.6","73.3","12/12/2021"
"165397","IA","96.9","37.5","12/12/2021"
"165399","IA","95.9","72.3","12/12/2021"
"165401","IA","92.3","50.8","12/12/2021"
"165402","IA","94.3","63.2","12/12/2021"
"165404","IA","88.9","67.7","12/12/2021"
"165405","IA","98.1","77.1","12/12/2021"
"165406","IA","95.7","72.3","12/12/2021"
"165408","IA","100.0","40.5","12/12/2021"
"165411","IA","98.1","75.4","12/12/2021"
"165412","IA","95.6","80.0","12/12/2021"
"165413","IA","100.0","75.0","12/12/2021"
"165414","IA","87.0","71.4","12/12/2021"
"165418","IA","100.0","92.1","12/12/2021"
"165420","IA","90.5","78.4","12/12/2021"
"165421","IA","87.8","76.1","12/12/2021"
"165423","IA","96.7","65.3","12/12/2021"
"165424","IA","97.5","82.0","12/12/2021"
"165425","IA","100.0","59.0","12/12/2021"
"165426","IA","88.0","73.3","12/12/2021"
"165427","IA","86.9","50.0","12/12/2021"
"165428","IA","97.3","43.5","12/12/2021"
"165431","IA","90.0","44.4","12/12/2021"
"165432","IA","96.9","71.6","12/12/2021"
"165433","IA","100.0","74.7","12/12/2021"
"165434","IA","94.7","77.5","12/12/2021"
"165435","IA","100.0","76.2","12/12/2021"
"165436","IA","Not Available","Not Available","12/12/2021"
"165437","IA","91.1","59.0","12/12/2021"
"165438","IA","100.0","81.0","12/12/2021"
"165439","IA","94.4","57.6","12/12/2021"
"165440","IA","95.7","65.0","12/12/2021"
"165441","IA","100.0","97.2","12/12/2021"
"165442","IA","96.3","83.9","12/12/2021"
"165443","IA","97.8","69.0","12/12/2021"
"165444","IA","78.8","2.0","12/12/2021"
"165445","IA","Not Available","Not Available","12/12/2021"
"165446","IA","100.0","79.6","12/12/2021"
"165447","IA","97.3","84.2","12/12/2021"
"165448","IA","86.4","98.5","12/12/2021"
"165449","IA","93.8","83.1","12/12/2021"
"165450","IA","97.8","82.5","12/12/2021"
"165451","IA","89.6","76.4","12/12/2021"
"165452","IA","90.0","63.6","12/12/2021"
"165453","IA","87.8","63.6","12/12/2021"
"165455","IA","88.9","64.0","12/12/2021"
"165456","IA","89.7","80.6","12/12/2021"
"165458","IA","89.5","48.3","12/12/2021"
"165460","IA","100.0","80.0","12/12/2021"
"165461","IA","Not Available","Not Available","12/12/2021"
"165462","IA","97.8","77.5","12/12/2021"
"165463","IA","100.0","87.7","12/12/2021"
"165465","IA","91.5","84.2","12/12/2021"
"165466","IA","89.6","87.1","12/12/2021"
"165467","IA","100.0","67.3","12/12/2021"
"165468","IA","95.8","86.9","12/12/2021"
"165470","IA","88.9","59.1","12/12/2021"
"165471","IA","97.6","79.5","12/12/2021"
"165472","IA","96.0","74.1","12/12/2021"
"165473","IA","98.5","78.1","12/12/2021"
"165474","IA","97.5","54.2","12/12/2021"
"165475","IA","100.0","73.5","12/12/2021"
"165476","IA","96.2","72.2","12/12/2021"
"165478","IA","73.3","80.3","12/12/2021"
"165479","IA","100.0","81.3","12/12/2021"
"165480","IA","93.3","66.7","12/12/2021"
"165481","IA","100.0","88.2","12/12/2021"
"165482","IA","96.3","75.8","12/12/2021"
"165483","IA","98.0","89.3","12/12/2021"
"165484","IA","91.5","67.6","12/12/2021"
"165485","IA","100.0","74.0","12/12/2021"
"165486","IA","91.2","63.8","12/12/2021"
"165487","IA","100.0","86.9","12/12/2021"
"165488","IA","80.6","52.5","12/12/2021"
"165489","IA","Not Available","69.6","12/12/2021"
"165490","IA","96.3","81.8","12/12/2021"
"165491","IA","92.5","73.9","12/12/2021"
"165492","IA","100.0","67.1","12/12/2021"
"165494","IA","95.0","70.5","12/12/2021"
"165495","IA","95.2","68.6","12/12/2021"
"165497","IA","90.9","57.1","12/12/2021"
"165498","IA","96.7","86.9","12/12/2021"
"165499","IA","100.0","75.6","12/12/2021"
"165500","IA","100.0","97.1","12/12/2021"
"165501","IA","90.2","64.8","12/12/2021"
"165502","IA","89.5","79.4","12/12/2021"
"165503","IA","98.0","71.1","12/12/2021"
"165504","IA","90.9","58.6","12/12/2021"
"165507","IA","100.0","88.3","12/12/2021"
"165508","IA","100.0","86.6","12/12/2021"
"165509","IA","95.3","95.3","12/12/2021"
"165510","IA","98.3","72.3","12/12/2021"
"165511","IA","100.0","72.5","12/12/2021"
"165513","IA","97.6","72.6","12/12/2021"
"165514","IA","98.3","91.7","12/12/2021"
"165515","IA","96.0","45.9","12/12/2021"
"165516","IA","88.7","50.7","12/12/2021"
"165521","IA","Not Available","Not Available","12/12/2021"
"165522","IA","100.0","77.6","12/12/2021"
"165523","IA","Not Available","Not Available","12/12/2021"
"165524","IA","99.0","73.9","12/12/2021"
"165525","IA","98.0","75.0","12/12/2021"
"165527","IA","80.0","64.0","12/12/2021"
"165528","IA","100.0","67.1","12/12/2021"
"165529","IA","94.1","71.7","12/12/2021"
"165530","IA","93.8","70.5","12/12/2021"
"165531","IA","89.2","75.0","12/12/2021"
"165532","IA","98.7","85.4","12/12/2021"
"165533","IA","95.2","56.1","12/12/2021"
"165534","IA","94.7","87.5","12/12/2021"
"165535","IA","97.0","72.2","12/12/2021"
"165536","IA","97.1","67.9","12/12/2021"
"165537","IA","96.2","72.6","12/12/2021"
"165538","IA","100.0","62.0","12/12/2021"
"165539","IA","96.9","79.5","12/12/2021"
"165540","IA","95.9","67.3","12/12/2021"
"165541","IA","96.3","75.0","12/12/2021"
"165542","IA","98.4","95.0","12/12/2021"
"165543","IA","100.0","92.2","12/12/2021"
"165545","IA","96.5","90.3","12/12/2021"
"165546","IA","97.3","69.5","12/12/2021"
"165547","IA","86.2","81.6","12/12/2021"
"165548","IA","100.0","83.0","12/12/2021"
"165549","IA","100.0","74.1","12/12/2021"
"165550","IA","98.6","59.8","12/12/2021"
"165552","IA","98.0","77.9","12/12/2021"
"165553","IA","95.0","62.1","12/12/2021"
"165554","IA","96.9","85.3","12/12/2021"
"165555","IA","93.0","87.8","12/12/2021"
"165556","IA","100.0","82.6","12/12/2021"
"165557","IA","96.0","94.7","12/12/2021"
"165559","IA","96.3","70.2","12/12/2021"
"165561","IA","93.4","87.5","12/12/2021"
"165562","IA","97.9","71.2","12/12/2021"
"165565","IA","92.9","70.6","12/12/2021"
"165566","IA","100.0","89.0","12/12/2021"
"165567","IA","100.0","98.7","12/12/2021"
"165568","IA","100.0","81.8","12/12/2021"
"165569","IA","88.5","83.7","12/12/2021"
"165570","IA","88.9","63.0","12/12/2021"
"165574","IA","98.1","48.2","12/12/2021"
"165575","IA","92.6","65.8","12/12/2021"
"165576","IA","100.0","69.9","12/12/2021"
"165577","IA","97.9","89.8","12/12/2021"
"165578","IA","67.3","61.4","12/12/2021"
"165579","IA","100.0","88.7","12/12/2021"
"165580","IA","85.3","75.2","12/12/2021"
"165583","IA","94.4","77.6","12/12/2021"
"165584","IA","99.1","94.9","12/12/2021"
"165585","IA","80.4","38.8","12/12/2021"
"165586","IA","84.6","39.4","12/12/2021"
"165587","IA","100.0","98.2","12/12/2021"
"165589","IA","98.5","41.1","12/12/2021"
"165590","IA","97.8","82.9","12/12/2021"
"165591","IA","100.0","83.0","12/12/2021"
"165592","IA","89.3","60.0","12/12/2021"
"165593","IA","100.0","83.6","12/12/2021"
"165594","IA","95.7","74.7","12/12/2021"
"165595","IA","95.3","69.3","12/12/2021"
"165597","IA","100.0","98.3","12/12/2021"
"165598","IA","0.0","0.0","12/12/2021"
"165599","IA","98.2","95.3","12/12/2021"
"165601","IA","82.8","46.7","12/12/2021"
"165602","IA","68.1","41.3","12/12/2021"
"165603","IA","96.6","84.3","12/12/2021"
"165604","IA","94.0","82.4","12/12/2021"
"165605","IA","97.4","85.2","12/12/2021"
"165606","IA","96.9","89.5","12/12/2021"
"165607","IA","98.4","87.7","12/12/2021"
"165609","IA","100.0","90.6","12/12/2021"
"165610","IA","97.1","80.3","12/12/2021"
"165611","IA","89.7","91.5","12/12/2021"
"165612","IA","94.8","84.7","12/12/2021"
"165613","IA","100.0","87.4","12/12/2021"
"165614","IA","100.0","85.1","12/12/2021"
"165615","IA","84.8","66.7","12/12/2021"
"165616","IA","94.9","76.1","12/12/2021"
"165617","IA","100.0","94.8","12/12/2021"
"165618","IA","100.0","65.1","12/12/2021"
"165619","IA","93.0","90.8","12/12/2021"
"165620","IA","57.1","86.4","12/12/2021"
"165621","IA","92.3","68.2","12/12/2021"
"165622","IA","97.6","86.6","12/12/2021"
"165623","IA","97.7","70.5","12/12/2021"
"165624","IA","94.1","84.0","12/12/2021"
"165625","IA","94.1","85.5","12/12/2021"
"165626","IA","90.0","76.7","12/12/2021"
"165627","IA","100.0","53.7","12/12/2021"
"165788","IA","Not Available","Not Available","12/12/2021"
"165789","IA","100.0","74.2","12/12/2021"
"16A001","IA","45.2","83.4","12/12/2021"
"16A002","IA","95.8","76.0","12/12/2021"
"16E016","IA","96.7","93.1","12/12/2021"
"16E050","IA","100.0","90.3","12/12/2021"
"16E071","IA","97.3","91.7","12/12/2021"
"16E170","IA","96.8","75.4","12/12/2021"
"16E176","IA","94.7","83.2","12/12/2021"
"16E263","IA","93.5","94.7","12/12/2021"
"16E277","IA","97.8","93.9","12/12/2021"
"16E637","IA","96.4","57.3","12/12/2021"
"16E638","IA","100.0","95.3","12/12/2021"
"16E668","IA","100.0","65.2","12/12/2021"
"16E718","IA","90.9","73.0","12/12/2021"
"16E728","IA","94.7","100.0","12/12/2021"
"16E756","IA","100.0","86.7","12/12/2021"
"16E757","IA","Not Available","Not Available","12/12/2021"
"16F001","IA","96.2","65.8","12/12/2021"
"16F002","IA","78.4","48.2","12/12/2021"
"175008","KS","95.3","95.4","12/12/2021"
"175044","KS","98.5","75.7","12/12/2021"
"175070","KS","100.0","98.2","12/12/2021"
"175077","KS","71.0","75.3","12/12/2021"
"175078","KS","Not Available","Not Available","12/12/2021"
"175100","KS","85.1","95.9","12/12/2021"
"175113","KS","75.4","66.7","12/12/2021"
"175114","KS","82.5","62.5","12/12/2021"
"175115","KS","93.8","79.5","12/12/2021"
"175118","KS","Not Available","Not Available","12/12/2021"
"175122","KS","95.0","93.5","12/12/2021"
"175123","KS","81.0","67.9","12/12/2021"
"175124","KS","80.5","82.3","12/12/2021"
"175126","KS","98.5","90.1","12/12/2021"
"175127","KS","Not Available","Not Available","12/12/2021"
"175130","KS","58.7","64.0","12/12/2021"
"175133","KS","90.7","89.5","12/12/2021"
"175135","KS","84.9","94.9","12/12/2021"
"175141","KS","97.4","98.1","12/12/2021"
"175145","KS","98.3","81.0","12/12/2021"
"175151","KS","100.0","97.3","12/12/2021"
"175154","KS","85.9","69.9","12/12/2021"
"175157","KS","72.0","55.7","12/12/2021"
"175158","KS","98.4","90.7","12/12/2021"
"175159","KS","92.3","95.2","12/12/2021"
"175162","KS","60.0","95.2","12/12/2021"
"175163","KS","0.0","69.2","12/12/2021"
"175165","KS","87.0","66.2","12/12/2021"
"175168","KS","78.3","90.2","12/12/2021"
"175171","KS","100.0","87.2","12/12/2021"
"175172","KS","64.6","87.4","12/12/2021"
"175173","KS","98.8","78.6","12/12/2021"
"175174","KS","93.9","78.6","12/12/2021"
"175175","KS","81.5","73.9","12/12/2021"
"175176","KS","Not Available","Not Available","12/12/2021"
"175180","KS","68.1","67.0","12/12/2021"
"175181","KS","89.6","87.4","12/12/2021"
"175182","KS","86.5","79.4","12/12/2021"
"175183","KS","94.7","94.7","12/12/2021"
"175184","KS","93.0","63.6","12/12/2021"
"175185","KS","70.3","65.2","12/12/2021"
"175187","KS","93.8","81.4","12/12/2021"
"175191","KS","94.4","73.0","12/12/2021"
"175200","KS","80.7","61.5","12/12/2021"
"175201","KS","94.9","40.5","12/12/2021"
"175202","KS","60.7","66.0","12/12/2021"
"175205","KS","71.4","46.8","12/12/2021"
"175207","KS","94.6","61.7","12/12/2021"
"175208","KS","84.8","62.7","12/12/2021"
"175210","KS","100.0","95.7","12/12/2021"
"175214","KS","79.2","63.5","12/12/2021"
"175215","KS","84.7","85.7","12/12/2021"
"175216","KS","75.0","59.6","12/12/2021"
"175218","KS","82.5","69.6","12/12/2021"
"175219","KS","82.4","59.3","12/12/2021"
"175220","KS","85.7","87.8","12/12/2021"
"175221","KS","88.1","62.2","12/12/2021"
"175223","KS","82.9","67.9","12/12/2021"
"175224","KS","83.3","45.7","12/12/2021"
"175226","KS","95.0","75.4","12/12/2021"
"175228","KS","84.6","72.3","12/12/2021"
"175229","KS","83.8","83.7","12/12/2021"
"175231","KS","77.5","73.8","12/12/2021"
"175232","KS","92.9","62.7","12/12/2021"
"175233","KS","95.0","83.0","12/12/2021"
"175235","KS","88.9","47.5","12/12/2021"
"175236","KS","87.8","42.3","12/12/2021"
"175237","KS","86.4","91.8","12/12/2021"
"175238","KS","75.7","49.1","12/12/2021"
"175239","KS","95.5","76.1","12/12/2021"
"175240","KS","50.0","85.6","12/12/2021"
"175241","KS","84.0","79.5","12/12/2021"
"175242","KS","95.7","89.1","12/12/2021"
"175243","KS","92.9","100.0","12/12/2021"
"175244","KS","96.9","71.7","12/12/2021"
"175245","KS","88.2","70.2","12/12/2021"
"175246","KS","84.6","62.3","12/12/2021"
"175249","KS","96.3","59.0","12/12/2021"
"175250","KS","100.0","60.7","12/12/2021"
"175253","KS","86.2","33.9","12/12/2021"
"175254","KS","69.4","67.4","12/12/2021"
"175255","KS","82.1","57.9","12/12/2021"
"175256","KS","92.7","68.3","12/12/2021"
"175257","KS","94.8","75.0","12/12/2021"
"175258","KS","84.6","84.3","12/12/2021"
"175260","KS","100.0","100.0","12/12/2021"
"175263","KS","90.8","90.6","12/12/2021"
"175264","KS","88.5","98.3","12/12/2021"
"175267","KS","81.6","69.6","12/12/2021"
"175272","KS","81.4","76.8","12/12/2021"
"175273","KS","64.9","41.9","12/12/2021"
"175274","KS","61.4","48.3","12/12/2021"
"175275","KS","76.9","93.5","12/12/2021"
"175276","KS","83.3","64.1","12/12/2021"
"175280","KS","93.0","89.5","12/12/2021"
"175281","KS","85.7","48.5","12/12/2021"
"175282","KS","86.7","74.6","12/12/2021"
"175286","KS","97.4","75.7","12/12/2021"
"175287","KS","97.6","84.7","12/12/2021"
"175290","KS","81.3","63.4","12/12/2021"
"175291","KS","89.6","52.6","12/12/2021"
"175294","KS","89.4","97.5","12/12/2021"
"175295","KS","93.0","39.2","12/12/2021"
"175297","KS","96.2","79.4","12/12/2021"
"175298","KS","85.7","56.3","12/12/2021"
"175299","KS","82.4","46.5","12/12/2021"
"175300","KS","98.3","78.6","12/12/2021"
"175301","KS","100.0","80.9","12/12/2021"
"175302","KS","93.2","72.4","12/12/2021"
"175303","KS","100.0","65.4","12/12/2021"
"175304","KS","97.0","72.3","12/12/2021"
"175305","KS","100.0","86.3","12/12/2021"
"175306","KS","100.0","87.1","12/12/2021"
"175309","KS","90.5","82.7","12/12/2021"
"175310","KS","90.5","69.4","12/12/2021"
"175313","KS","90.6","74.6","12/12/2021"
"175315","KS","92.1","78.9","12/12/2021"
"175317","KS","91.4","85.5","12/12/2021"
"175322","KS","95.6","86.3","12/12/2021"
"175323","KS","67.6","67.2","12/12/2021"
"175324","KS","96.4","89.1","12/12/2021"
"175327","KS","95.1","83.8","12/12/2021"
"175328","KS","92.1","74.0","12/12/2021"
"175332","KS","94.8","72.8","12/12/2021"
"175333","KS","86.4","78.0","12/12/2021"
"175334","KS","93.5","85.2","12/12/2021"
"175335","KS","81.8","62.5","12/12/2021"
"175336","KS","100.0","73.2","12/12/2021"
"175337","KS","82.5","75.5","12/12/2021"
"175338","KS","90.6","58.1","12/12/2021"
"175340","KS","85.0","76.1","12/12/2021"
"175343","KS","100.0","95.3","12/12/2021"
"175344","KS","95.7","97.3","12/12/2021"
"175346","KS","89.2","65.3","12/12/2021"
"175347","KS","80.0","64.6","12/12/2021"
"175348","KS","79.4","40.7","12/12/2021"
"175350","KS","97.5","89.0","12/12/2021"
"175351","KS","84.0","95.7","12/12/2021"
"175353","KS","95.2","90.5","12/12/2021"
"175354","KS","0.0","0.0","12/12/2021"
"175355","KS","97.4","84.4","12/12/2021"
"175356","KS","76.3","33.9","12/12/2021"
"175357","KS","91.7","79.2","12/12/2021"
"175359","KS","88.9","77.0","12/12/2021"
"175361","KS","95.2","25.7","12/12/2021"
"175363","KS","100.0","90.2","12/12/2021"
"175366","KS","83.3","52.3","12/12/2021"
"175369","KS","84.8","63.3","12/12/2021"
"175373","KS","85.2","59.6","12/12/2021"
"175374","KS","95.5","75.6","12/12/2021"
"175376","KS","96.9","65.4","12/12/2021"
"175377","KS","88.1","85.2","12/12/2021"
"175379","KS","93.5","55.6","12/12/2021"
"175380","KS","93.5","63.8","12/12/2021"
"175383","KS","91.7","84.8","12/12/2021"
"175385","KS","80.9","68.0","12/12/2021"
"175386","KS","95.6","74.4","12/12/2021"
"175387","KS","86.7","42.9","12/12/2021"
"175389","KS","97.0","60.4","12/12/2021"
"175396","KS","Not Available","Not Available","12/12/2021"
"175397","KS","88.7","65.9","12/12/2021"
"175399","KS","100.0","48.7","12/12/2021"
"175401","KS","37.1","58.1","12/12/2021"
"175402","KS","98.2","78.6","12/12/2021"
"175403","KS","96.6","70.9","12/12/2021"
"175404","KS","93.3","78.6","12/12/2021"
"175406","KS","94.1","54.8","12/12/2021"
"175407","KS","62.7","54.4","12/12/2021"
"175409","KS","96.2","47.7","12/12/2021"
"175410","KS","90.3","82.7","12/12/2021"
"175411","KS","91.9","68.5","12/12/2021"
"175412","KS","65.4","27.8","12/12/2021"
"175413","KS","95.3","97.2","12/12/2021"
"175414","KS","88.7","61.3","12/12/2021"
"175415","KS","87.1","86.4","12/12/2021"
"175417","KS","89.3","64.4","12/12/2021"
"175418","KS","84.3","85.5","12/12/2021"
"175419","KS","91.4","48.4","12/12/2021"
"175420","KS","97.0","91.2","12/12/2021"
"175422","KS","82.8","43.3","12/12/2021"
"175423","KS","97.7","52.9","12/12/2021"
"175424","KS","95.3","79.3","12/12/2021"
"175425","KS","84.6","93.5","12/12/2021"
"175426","KS","100.0","86.2","12/12/2021"
